rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams,date,country,source
2,spotify:track:6F2r4HgpJnvKDmkN6JEN6J,"Justin Bieber, Khalid",As I Am (feat. Khalid),2,-1,1,7640939,2021-03-25,US,RBMG/Def Jam
3,spotify:track:1nahzW3kfMuwReTka28tH5,Justin Bieber,Hold On,3,21,3,7080565,2021-03-25,US,RBMG/Def Jam
4,spotify:track:1M4OcYkxAtu3ErzSgDEfoi,Cardi B,Up,3,4,7,6997937,2021-03-25,US,Atlantic Records
5,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,telepatía,4,5,6,6775911,2021-03-25,US,EMI / Interscope
6,spotify:track:3aQem4jVGdhtg116TmJnHz,Drake,What’s Next,1,1,3,6663376,2021-03-25,US,OVO
7,spotify:track:7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,4,6,3,6599627,2021-03-25,US,Aftermath Entertainment/Atlantic
8,spotify:track:5Kskr9LcNYa0tpt5f0ZEJx,"Lil Tjay, 6LACK",Calling My Phone,1,7,6,6320405,2021-03-25,US,Columbia
9,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,1,3,11,6229910,2021-03-25,US,Olivia Rodrigo PS
10,spotify:track:3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,10,11,7,6032556,2021-03-25,US,Elektra (NEK)
11,spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,3,8,11,5663651,2021-03-25,US,Kemosabe Records/RCA Records
12,spotify:track:65OVbaJR5O1RmwOQx0875b,"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),2,2,3,5547926,2021-03-25,US,OVO
13,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,2,10,17,5534881,2021-03-25,US,Republic Records
14,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,SZA,Good Days,1,9,13,5454349,2021-03-25,US,Top Dawg Entertainment/RCA Records
15,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),9,13,25,5357463,2021-03-25,US,Warner Records
16,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,Giveon,Heartbreak Anniversary,12,12,7,5197353,2021-03-25,US,Epic/Not So Fast
17,spotify:track:2WnAKZefdRHxtBEkRjFOHC,Justin Bieber,Anyone,2,49,12,5139401,2021-03-25,US,RBMG/Def Jam
18,spotify:track:6Xgq7MvZiet0hVi3KaDSgJ,"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),3,93,27,5011585,2021-03-25,US,RBMG/Def Jam
19,spotify:track:137mSruegm1u6x9NvwiagR,"Justin Bieber, The Kid LAROI",Unstable (feat. The Kid LAROI),19,-1,1,4910777,2021-03-25,US,RBMG/Def Jam
20,spotify:track:7FGdjbZ32vMybPuP0IuE7d,"Pooh Shiesty, Lil Durk",Back in Blood (feat. Lil Durk),9,14,11,4734551,2021-03-25,US,Atlantic Records
21,spotify:track:3T03rPwlL8NVk1yIaxeD8U,Justin Bieber,Off My Face,21,-1,1,4536936,2021-03-25,US,RBMG/Def Jam
22,spotify:track:6cQ08IpBxxfGcSKxqE3NmB,"Lil Tjay, Polo G, Fivio Foreign",Headshot (feat. Polo G & Fivio Foreign),22,-1,1,4452414,2021-03-25,US,Columbia
23,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,1,15,69,4320999,2021-03-25,US,Republic Records
24,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,24,-1,1,4242866,2021-03-25,US,RBMG/Def Jam
25,spotify:track:2etHQJxIbV0soyPhelVs9Y,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),12,16,11,4234692,2021-03-25,US,ICY/Warner Records
26,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,15,18,17,4159513,2021-03-25,US,Polydor Records
27,spotify:track:0oaY19dUwZimIgzn3ZZLZO,Justin Bieber,2 Much,27,-1,1,4158776,2021-03-25,US,RBMG/Def Jam
28,spotify:track:5NU40QTlXrDUJzDBdv79bg,Justin Bieber,Deserve You,28,-1,1,4017883,2021-03-25,US,RBMG/Def Jam
29,spotify:track:3tjFYV6RSFtuktYl3ZtYcq,"24kGoldn, iann dior",Mood (feat. iann dior),2,19,33,3946166,2021-03-25,US,Records/Columbia
30,spotify:track:4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhayco",DÁKITI,1,20,21,3943820,2021-03-25,US,Rimas Entertainment LLC
31,spotify:track:7aely3H8kMj9o0gt6vXHE1,"Justin Bieber, Dominic Fike",Die For You (feat. Dominic Fike),31,-1,1,3868923,2021-03-25,US,RBMG/Def Jam
32,spotify:track:27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,8,22,19,3836118,2021-03-25,US,Columbia
33,spotify:track:3S8jK1mGzQi24ilFb45DAZ,"Justin Bieber, benny blanco",Lonely (with benny blanco),8,-1,21,3715476,2021-03-25,US,RBMG/Def Jam
34,spotify:track:27UcQ6dAvQrgH9C880rCM3,"Justin Bieber, BEAM",Love You Different (feat. BEAM),34,-1,1,3629247,2021-03-25,US,RBMG/Def Jam
35,spotify:track:2tB9OFgAHjAds3cqquLlvp,"Justin Bieber, Burna Boy",Loved By You (feat. Burna Boy),35,-1,1,3443439,2021-03-25,US,RBMG/Def Jam
36,spotify:track:1t9WgS8FN0534tLBRwbaxO,CJ,Whoopty,4,23,22,3273592,2021-03-25,US,Warner Records
37,spotify:track:3buwFfY33H32wfZ6X9poV3,Justin Bieber,Somebody,37,-1,1,3254965,2021-03-25,US,RBMG/Def Jam
38,spotify:track:1diS6nkxMQc3wwC4G1j0bh,Dua Lipa,We're Good,20,40,6,3181535,2021-03-25,US,Warner Records
39,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,19,24,31,3144665,2021-03-25,US,Columbia
40,spotify:track:1tkg4EHVoqnhR6iFEXb60y,Pop Smoke,What You Know Bout Love,6,27,30,3136986,2021-03-25,US,Victor Victor Worldwide
41,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),1,25,33,3127778,2021-03-25,US,Atlantic/KSR
42,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV",Lemonade (feat. NAV),1,26,32,3116778,2021-03-25,US,Internet Money Records / TenThousand Projects
43,spotify:track:4FRW5Nza1Ym91BGV4nFWXI,"Drake, Rick Ross",Lemon Pepper Freestyle (feat. Rick Ross),3,17,3,3111837,2021-03-25,US,OVO
44,spotify:track:0PvFJmanyNQMseIFrU708S,"Pop Smoke, Lil Baby, DaBaby",For The Night (feat. Lil Baby & DaBaby),2,28,38,3044587,2021-03-25,US,Victor Victor Worldwide
45,spotify:track:6Im9k8u9iIzKMrmV7BWtlF,Ariana Grande,34+35,2,29,21,3036155,2021-03-25,US,Republic Records
46,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),1,30,49,3020485,2021-03-25,US,South Coast Music Group/Interscope Records
47,spotify:track:4Iedi94TIaB2GGb1nMB68v,Lil Baby,On Me,28,31,16,2983020,2021-03-25,US,Quality Control Music/Motown Records
48,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,1,35,22,2962853,2021-03-25,US,Republic Records
49,spotify:track:7kDUspsoYfLkWnZR7qwHZl,"Machine Gun Kelly, blackbear",my ex's best friend (with blackbear),11,34,33,2888969,2021-03-25,US,Bad Boy/Interscope Records
50,spotify:track:2SAqBLGA283SUiwJ3xOUVI,"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),2,32,32,2888634,2021-03-25,US,OVO
